1	0.091	0.0001	-0.699872913187
1	0.092	0.0001	-0.699873934211
1	0.093	0.0001	-0.699874955235
1	0.094	0.0001	-0.699875976259
1	0.095	0.0001	-0.699876997283
1	0.096	0.0001	-0.699878018308
1	0.097	0.0001	-0.699879039332
1	0.098	0.0001	-0.699880060356
1	0.099	0.0001	-0.69988108138
1	0.091	0.0011	-0.698361915564
1	0.092	0.0011	-0.698370508042
1	0.093	0.0011	-0.698379100521
1	0.094	0.0011	-0.698387693
1	0.095	0.0011	-0.698396285478
1	0.096	0.0011	-0.698404877957
1	0.097	0.0011	-0.698413470436
1	0.098	0.0011	-0.698422062915
1	0.099	0.0011	-0.698430655393
1	0.091	0.0021	-0.696748985934
1	0.092	0.0021	-0.696764029736
1	0.093	0.0021	-0.696779073537
1	0.094	0.0021	-0.696794117339
1	0.095	0.0021	-0.69680916114
1	0.096	0.0021	-0.696824204942
1	0.097	0.0021	-0.696839248743
1	0.098	0.0021	-0.696854292545
1	0.099	0.0021	-0.696869336346
1	0.091	0.0031	-0.695090732906
1	0.092	0.0031	-0.695111729971
1	0.093	0.0031	-0.695132727035
1	0.094	0.0031	-0.6951537241
1	0.095	0.0031	-0.695174721165
1	0.096	0.0031	-0.69519571823
1	0.097	0.0031	-0.695216715295
1	0.098	0.0031	-0.69523771236
1	0.099	0.0031	-0.695258709425
1	0.091	0.0041	-0.693402410346
1	0.092	0.0041	-0.69342903024
1	0.093	0.0041	-0.693455650134
1	0.094	0.0041	-0.693482270028
1	0.095	0.0041	-0.693508889922
1	0.096	0.0041	-0.693535509816
1	0.097	0.0041	-0.69356212971
1	0.098	0.0041	-0.693588749604
1	0.099	0.0041	-0.693615369498
1	0.091	0.0051	-0.691691483692
1	0.092	0.0051	-0.691723478018
1	0.093	0.0051	-0.691755472344
1	0.094	0.0051	-0.691787466671
1	0.095	0.0051	-0.691819460997
1	0.096	0.0051	-0.691851455323
1	0.097	0.0051	-0.691883449649
1	0.098	0.0051	-0.691915443976
1	0.099	0.0051	-0.691947438302
1	0.091	0.0061	-0.689962413894
1	0.092	0.0061	-0.689999583277
1	0.093	0.0061	-0.690036752661
1	0.094	0.0061	-0.690073922044
1	0.095	0.0061	-0.690111091428
1	0.096	0.0061	-0.690148260811
1	0.097	0.0061	-0.690185430194
1	0.098	0.0061	-0.690222599578
1	0.099	0.0061	-0.690259768961
1	0.091	0.0071	-0.688218174267
1	0.092	0.0071	-0.688260352006
1	0.093	0.0071	-0.688302529745
1	0.094	0.0071	-0.688344707485
1	0.095	0.0071	-0.688386885224
1	0.096	0.0071	-0.688429062963
1	0.097	0.0071	-0.688471240702
1	0.098	0.0071	-0.688513418442
1	0.099	0.0071	-0.688555596181
1	0.091	0.0081	-0.686460890402
1	0.092	0.0081	-0.686507933154
1	0.093	0.0081	-0.686554975905
1	0.094	0.0081	-0.686602018657
1	0.095	0.0081	-0.686649061409
1	0.096	0.0081	-0.68669610416
1	0.097	0.0081	-0.686743146912
1	0.098	0.0081	-0.686790189664
1	0.099	0.0081	-0.686837232415
1	0.091	0.0091	-0.684692158258
1	0.092	0.0091	-0.684743940216
1	0.093	0.0091	-0.684795722175
1	0.094	0.0091	-0.684847504134
1	0.095	0.0091	-0.684899286093
1	0.096	0.0091	-0.684951068052
1	0.097	0.0091	-0.685002850011
1	0.098	0.0091	-0.68505463197
1	0.099	0.0091	-0.685106413929
1	0.091	0.0101	-0.682913220515
1	0.092	0.0101	-0.682969629532
1	0.093	0.0101	-0.683026038548
1	0.094	0.0101	-0.683082447565
1	0.095	0.0101	-0.683138856582
1	0.096	0.0101	-0.683195265598
1	0.097	0.0101	-0.683251674615
1	0.098	0.0101	-0.683308083632
1	0.099	0.0101	-0.683364492649
1	0.091	0.0111	-0.68112507234
1	0.092	0.0111	-0.681186007201
1	0.093	0.0111	-0.681246942062
1	0.094	0.0111	-0.681307876923
1	0.095	0.0111	-0.681368811784
1	0.096	0.0111	-0.681429746645
1	0.097	0.0111	-0.681490681506
1	0.098	0.0111	-0.681551616367
1	0.099	0.0111	-0.681612551228
1	0.091	0.0121	-0.67932852871
1	0.092	0.0121	-0.679393897157
1	0.093	0.0121	-0.679459265604
1	0.094	0.0121	-0.679524634052
1	0.095	0.0121	-0.679590002499
1	0.096	0.0121	-0.679655370947
1	0.097	0.0121	-0.679720739394
1	0.098	0.0121	-0.679786107842
1	0.099	0.0121	-0.679851476289
1	0.091	0.0131	-0.677524269319
1	0.092	0.0131	-0.677593986565
1	0.093	0.0131	-0.67766370381
1	0.094	0.0131	-0.677733421055
1	0.095	0.0131	-0.677803138301
1	0.096	0.0131	-0.677872855546
1	0.097	0.0131	-0.677942572791
1	0.098	0.0131	-0.678012290037
1	0.099	0.0131	-0.678082007282
1	0.091	0.0141	-0.675712869705
1	0.092	0.0141	-0.675786857284
1	0.093	0.0141	-0.675860844863
1	0.094	0.0141	-0.675934832443
1	0.095	0.0141	-0.676008820022
1	0.096	0.0141	-0.676082807601
1	0.097	0.0141	-0.67615679518
1	0.098	0.0141	-0.67623078276
1	0.099	0.0141	-0.676304770339
1	0.091	0.0151	-0.673894823487
1	0.092	0.0151	-0.67397300836
1	0.093	0.0151	-0.674051193234
1	0.094	0.0151	-0.674129378108
1	0.095	0.0151	-0.674207562981
1	0.096	0.0151	-0.674285747855
1	0.097	0.0151	-0.674363932728
1	0.098	0.0151	-0.674442117602
1	0.099	0.0151	-0.674520302476
1	0.091	0.0161	-0.672070558698
1	0.092	0.0161	-0.67215287253
1	0.093	0.0161	-0.672235186362
1	0.094	0.0161	-0.672317500194
1	0.095	0.0161	-0.672399814026
1	0.096	0.0161	-0.672482127858
1	0.097	0.0161	-0.67256444169
1	0.098	0.0161	-0.672646755522
1	0.099	0.0161	-0.672729069354
1	0.091	0.0171	-0.670240450041
1	0.092	0.0171	-0.670326828613
1	0.093	0.0171	-0.670413207184
1	0.094	0.0171	-0.670499585756
1	0.095	0.0171	-0.670585964328
1	0.096	0.0171	-0.6706723429
1	0.097	0.0171	-0.670758721473
1	0.098	0.0171	-0.670845100045
1	0.099	0.0171	-0.670931478617
1	0.091	0.0181	-0.668404828263
1	0.092	0.0181	-0.668495210991
1	0.093	0.0181	-0.66858559372
1	0.094	0.0181	-0.668675976448
1	0.095	0.0181	-0.668766359176
1	0.096	0.0181	-0.668856741904
1	0.097	0.0181	-0.668947124633
1	0.098	0.0181	-0.669037507361
1	0.099	0.0181	-0.66912789009
1	0.091	0.0191	-0.666563987464
1	0.092	0.0191	-0.666658316997
1	0.093	0.0191	-0.66675264653
1	0.094	0.0191	-0.666846976062
1	0.095	0.0191	-0.666941305595
1	0.096	0.0191	-0.667035635128
1	0.097	0.0191	-0.667129964661
1	0.098	0.0191	-0.667224294193
1	0.099	0.0191	-0.667318623726
1	0.091	0.0201	-0.66471819086
1	0.092	0.0201	-0.664816412738
1	0.093	0.0201	-0.664914634615
1	0.094	0.0201	-0.665012856493
1	0.095	0.0201	-0.665111078371
1	0.096	0.0201	-0.665209300249
1	0.097	0.0201	-0.665307522126
1	0.098	0.0201	-0.665405744004
1	0.099	0.0201	-0.665503965882
1	0.091	0.0211	-0.6628676754
1	0.092	0.0211	-0.662969737767
1	0.093	0.0211	-0.663071800134
1	0.094	0.0211	-0.663173862501
1	0.095	0.0211	-0.663275924869
1	0.096	0.0211	-0.663377987236
1	0.097	0.0211	-0.663480049603
1	0.098	0.0211	-0.663582111971
1	0.099	0.0211	-0.663684174338
1	0.091	0.0221	-0.661012655509
1	0.092	0.0221	-0.661118508866
1	0.093	0.0221	-0.661224362224
1	0.094	0.0221	-0.661330215581
1	0.095	0.0221	-0.661436068938
1	0.096	0.0221	-0.661541922296
1	0.097	0.0221	-0.661647775653
1	0.098	0.0221	-0.661753629011
1	0.099	0.0221	-0.661859482369
1	0.091	0.0231	-0.659153326148
1	0.092	0.0231	-0.659262923139
1	0.093	0.0231	-0.659372520129
1	0.094	0.0231	-0.65948211712
1	0.095	0.0231	-0.659591714111
1	0.096	0.0231	-0.659701311102
1	0.097	0.0231	-0.659810908093
1	0.098	0.0231	-0.659920505084
1	0.099	0.0231	-0.660030102075
1	0.091	0.0241	-0.657289865346
1	0.092	0.0241	-0.657403160569
1	0.093	0.0241	-0.657516455793
1	0.094	0.0241	-0.657629751017
1	0.095	0.0241	-0.657743046241
1	0.096	0.0241	-0.657856341465
1	0.097	0.0241	-0.657969636689
1	0.098	0.0241	-0.658082931913
1	0.099	0.0241	-0.658196227137
1	0.091	0.0251	-0.655422436309
1	0.092	0.0251	-0.655539386159
1	0.093	0.0251	-0.655656336008
1	0.094	0.0251	-0.655773285858
1	0.095	0.0251	-0.655890235708
1	0.096	0.0251	-0.656007185558
1	0.097	0.0251	-0.656124135408
1	0.098	0.0251	-0.656241085258
1	0.099	0.0251	-0.656358035108
1	0.091	0.0261	-0.653551189195
1	0.092	0.0261	-0.653671751714
1	0.093	0.0261	-0.653792314233
1	0.094	0.0261	-0.653912876752
1	0.095	0.0261	-0.65403343927
1	0.096	0.0261	-0.654154001789
1	0.097	0.0261	-0.654274564308
1	0.098	0.0261	-0.654395126828
1	0.099	0.0261	-0.654515689347
1	0.091	0.0271	-0.651676262614
1	0.092	0.0271	-0.651800397368
1	0.093	0.0271	-0.651924532122
1	0.094	0.0271	-0.652048666876
1	0.095	0.0271	-0.652172801631
1	0.096	0.0271	-0.652296936385
1	0.097	0.0271	-0.65242107114
1	0.098	0.0271	-0.652545205894
1	0.099	0.0271	-0.652669340649
1	0.091	0.0281	-0.649797784907
1	0.092	0.0281	-0.649925452873
1	0.093	0.0281	-0.650053120839
1	0.094	0.0281	-0.650180788805
1	0.095	0.0281	-0.650308456772
1	0.096	0.0281	-0.650436124738
1	0.097	0.0281	-0.650563792705
1	0.098	0.0281	-0.650691460671
1	0.099	0.0281	-0.650819128638
1	0.091	0.0291	-0.647915875244
1	0.092	0.0291	-0.648047038708
1	0.093	0.0291	-0.648178202173
1	0.094	0.0291	-0.648309365637
1	0.095	0.0291	-0.648440529102
1	0.096	0.0291	-0.648571692566
1	0.097	0.0291	-0.648702856031
1	0.098	0.0291	-0.648834019496
1	0.099	0.0291	-0.648965182961
1	0.091	0.0301	-0.64603064457
1	0.092	0.0301	-0.646165267038
1	0.093	0.0301	-0.646299889507
1	0.094	0.0301	-0.646434511975
1	0.095	0.0301	-0.646569134443
1	0.096	0.0301	-0.646703756911
1	0.097	0.0301	-0.646838379379
1	0.098	0.0301	-0.646973001848
1	0.099	0.0301	-0.647107624316
1	0.091	0.0311	-0.644142196426
1	0.092	0.0311	-0.644280242541
1	0.093	0.0311	-0.644418288656
1	0.094	0.0311	-0.644556334771
1	0.095	0.0311	-0.644694380886
1	0.096	0.0311	-0.644832427001
1	0.097	0.0311	-0.644970473116
1	0.098	0.0311	-0.645108519231
1	0.099	0.0311	-0.645246565347
1	0.091	0.0321	-0.642250627662
1	0.092	0.0321	-0.642392063131
1	0.093	0.0321	-0.6425334986
1	0.094	0.0321	-0.642674934069
